POS;VNP;predikativní;vztažné;délka
N-Z-A-N-J-A-N-V-A-Z-V-R-N-Z-J-J-P-N-D-V-Z-J-P-V-V-Z-J-V-P-Z-R-A-N-Z-V;0;1;0;35
N-Z-J-P-N-V-N-D-Z-J-A-N-P-V-D-R-P-J-R-N-P-V;0;1;0;22
N-Z-J-V-P-N-R-N-R-N-V-V;0;1;0;12
N-Z-J-J-P-N-R-N-V-V;0;1;0;10
N-J-N-P-R-P-D-V;0;1;0;8
N-Z-J-N-R-N-V-J-R-P-N-P-V;0;1;0;13
N-P-A-N-J-N-P-R-N-T-V;0;1;0;11
N-Z-J-A-N-P-D-V;0;6;0;8
N-N-N-Z-N-A-N-Z-R-P-Z-D-P-A-N-V;0;1;0;16
N-Z-J-P-R-N-V-J-D-R-P-V-N-Z-V;0;1;0;15
N-Z-J-P-R-N-V;0;10;0;7
N-N-N-V-P-V;0;1;0;6
N-J-V-R-P-Z-J-P-V-V;0;1;0;10
N-Z-P-R-N-P-R-N-V;0;1;0;9
N-J-N-Z-D-V-P-A-N-V-V;0;1;0;11
N-Z-J-V-D-Z-J-P-A-N-V;0;1;0;11
N-V-T-N-N-N-N-Z-P-R-N-V-Z-J-P-N-V;0;1;0;17
N-Z-J-N-R-N-P-V;0;1;0;8
N-Z-J-T-P-T-V-R-P-Z-J-C-V-A-V-R-A-N-J-R-C-P-V-A-N-N-Z-V-N-A-N-Z-P-V-R-P-Z-D-P-V;0;1;0;40
N-V-V-J-A-A-N-N-Z-Z-V-A-A-N-R-N-Z-P-V-V-P-N-Z-Z-R-N-P-V;0;1;0;28
N-Z-R-N-Z-R-N-Z-V-A-J-A-N-Z-J-V-V-N-Z-V-V-P-P-V-Z-R-A-N-P-V;0;2;0;30
N-R-A-N-Z-J-P-V-N-Z-J-R-N-N-V-P-A-N-J-V-P-V;0;1;0;22
N-Z-J-N-V-V;0;3;0;6
N-Z-V-P-V-J-R-P-N-P-V-P-N-Z-J-P-V-V-R-A-Z-N-Z-Z-J-P-V;0;1;0;27
N-Z-J-N-V-R-N-Z-J-P-R-P-D-V;0;1;0;14
N-Z-J-J-D-P-P-N-R-N-V;0;1;0;11
N-Z-J-T-R-N-P-R-P-V-D-V;0;1;0;12
N-V-Z-N-V-C-N-Z-J-J-P-V;0;1;0;12
N-R-P-Z-P-V-B-V-Z-D-P-R-P-R-N-V;0;1;0;16
N-V-R-N-P-R-P-Z-J-P-V-R-P-Z-P-P-D-V;0;1;0;18
N-V-D-N-N-R-A-A-N-Z-P-V-A-N-R-N-R-N-R-N-Z-D-N-V;0;1;0;24
N-J-R-P-P-V-V;0;2;0;7
N-P-N-N-N-N-Z-B-Z-Z-J-P-A-N-V;0;1;0;15
N-Z-J-V-D-A-N-Z-D-A-N-Z-P-P-V;0;4;0;15
N-J-T-P-V;0;2;0;5
N-R-N-N-T-D-Z-P-R-P-N-V;0;1;0;12
N-R-P-N-Z-P-A-J-A-N-Z-D-V-P-R-P-V-N-V;0;1;0;19
N-N-Z-J-P-N-V-R-N-A-Z-P-D-V;0;1;0;14
N-Z-Z-D-P-P-V;0;1;0;7
N-R-N-N-N-D-Z-Z-P-P-V;0;1;0;11
N-R-N-R-N-V-X-N-A-N-Z-N-N-N-J-N-A-A-N-N-N-Z-Z-J-J-V-Z-J-P-V-R-N-R-A-N-Z-V-A-Z-J-V-J-D-V-Z-J-V-P-N-N-V;0;1;0;51
N-Z-J-P-N-R-P-V;0;3;0;8
N-R-A-N-J-V-Z-D-A-V-Z-J-P-N-J-N-V;0;1;0;17
N-Z-J-D-Z-J-A-N-V;0;1;0;9
N-Z-N-R-N-Z-D-P-V-V;0;1;0;10
N-Z-J-V-Z-R-P-V-V-A-N-N-Z-J-D-D-R-P-V-Z-J-Z-R-N-V-P-D-V;0;1;0;28
N-C-Z-R-N-R-P-Z-P-V-Z-J-V-N-Z-J-V;0;1;0;17
N-Z-J-V-P-V-V-J-V-V-V-D-D-Z-Z-V-N-R-P-Z-J-N-Z-V-R-P-P-A-N-N-P-N-Z-J-P-V;0;1;0;36
N-Z-J-P-P-N-V-D-V-R-N-Z-J-P-D-R-P-V;0;1;0;18
N-Z-P-V-Z-N-Z-P-V;0;1;0;9
N-Z-J-V-P-V-R-N-N-N-Z-P-P-V;0;1;0;14
N-Z-J-P-P-V-V;0;1;0;7
N-B-Z-J-N-V-Z-A-N-R-N-Z-Z-J-R-P-P-R-P-V;0;1;0;20
N-V-T-N-Z-J-T-A-N-P-V;0;1;0;11
N-Z-V-R-P-N-V-Z-J-V;0;1;0;10
N-Z-T-J-P-V;0;2;0;6
N-Z-R-P-P-V-Z-J-J-N-P-D-V;0;1;0;13
N-Z-J-N-N-R-N-R-N-C-V-V-Z-D-P-V-V;0;1;0;17
N-N-N-J-R-N-P-V-N-V;0;1;0;10
N-Z-J-V-P-V-R-N-Z-P-D-V-Z-V-P-V-J-A-N-Z-D-P-D-V;0;1;0;24
N-Z-J-P-P-V-R-C-N-J-A-Z-A-N-Z-P-P-V;0;1;0;18
N-V-C-N-N-J-C-N-N-V;0;1;0;10
N-Z-J-J-V-V-N-Z-P-V-A-N-Z-J-P-D-V-V;0;1;0;18
N-Z-P-D-P-R-P-V;0;1;0;8
N-V-J-C-R-N-R-N-N-X-Z-Z-N-P-D-V-V;0;1;0;17
N-Z-P-N-J-V;0;1;0;6
N-Z-T-T-V-R-P-N-V-Z-V-T-N-Z-J-V-R-P-Z-D-P-V;0;1;0;22
N-Z-P-P-R-P-D-V;0;3;0;8
N-Z-P-V-R-N-B-Z-B-Z-T-D-V-Z-J-R-P-P-V;0;1;0;19
N-R-N-V-T-D-Z-J-P-J-N-N-V;0;1;0;13
N-R-A-N-Z-P-V-Z-J-N-D-V-T-N-N-Z-A-N-R-N-Z-J-J-D-R-P-Z-D-P-R-A-N-V;0;1;0;33
N-N-Z-J-B-Z-A-N-V-V-V-R-A-Z-N-Z-D-V-P-Z-P-Z-D-Z-V-J-Z-V;0;1;0;28
N-V-N-C-R-A-N-Z-J-P-N-R-N-V-A-Z-J-A-N-V-R-N-A-N-Z-J-P-V;0;1;0;28
N-R-N-Z-J-D-V-A-Z-D-P-V-V;0;1;0;13
N-R-N-J-D-P-N-V;0;1;0;8
N-Z-P-V-A-N-N-R-N-R-N-N-N-Z-B-Z-Z-P-P-R-B-V;0;1;0;22
N-R-P-A-J-A-N-J-P-Z-D-V-P-V-Z-J-P-R-P-N-V;0;1;0;21
N-N-Z-P-V-N-A-J-N-V-D-R-N-N-Z-P-R-N-D-V-N-J-R-P-P-V;0;1;0;26
N-J-P-P-R-N-R-P-J-V;0;1;0;10
N-Z-J-N-Z-N-V-P-V-V;0;1;0;10
N-Z-J-A-N-R-N-P-V;0;1;0;9
N-Z-J-V-P-N-R-N-R-N-N-N-V-V;0;1;0;14
N-R-P-Z-D-P-V-N-N-R-A-N-J-D-P-A-N-V-V;0;1;0;19
N-P-A-Z-V;0;2;0;5
N-Z-J-R-P-V-P-V-Z-R-P-V-D-N-N-X-Z-J-J-V-X-V-Z-J-D-V-Z-V-P-V;0;1;0;30
N-N-Z-D-V-T-P-A-N-A-A-N-Z-P-R-C-N-A-N-V-A-J-A-N-R-P-Z-D-P-V;0;1;0;30
N-J-N-N-Z-J-V-P-R-P-V;0;1;0;11
N-Z-V-P-J-Z-J-P-R-P-V-V;0;1;0;12
N-R-A-N-N-Z-V;0;1;0;7
N-N-P-P-N-D-V;0;1;0;7
N-N-Z-P-J-A-N-V;0;1;0;8
N-P-P-V;0;1;0;4
N-Z-J-V-R-P-Z-D-P-A-N-N-V;0;1;0;13
N-C-Z-V-Z-V;0;1;0;6
N-N-Z-J-J-V-Z-J-P-N-V-Z-D-P-V-A-N-V-R-N-Z-V-P-R-P-V;0;1;0;26
N-Z-V-P-R-P-V;0;3;0;7
N-Z-V-P-Z-R-N-Z-J-V;0;1;0;10
N-R-N-R-N-J-J-P-V;0;2;0;9
N-R-N-V-A-N-J-D-N-Z-R-P-P-N-V;0;1;0;15
N-Z-R-N-V-Z-P-V-N-Z-J-R-N-P-V;0;1;0;15
N-Z-J-N-V-V-A-D-N-Z-D-P-V;0;1;0;13
N-Z-Z-A-N-V-R-N-P-D-A-N-J-N-Z-V;0;1;0;16
N-Z-D-V-P-V-A-N-V;0;2;0;9
N-A-A-N-R-A-J-A-N-A-N-R-P-V-C-R-P-Z-N-N-Z-Z-R-N-R-A-P-A-N-V;0;1;0;30
N-B-R-P-Z-D-P-V-N-V;0;1;0;10
N-R-A-N-Z-V-P-R-A-N-J-R-P-Z-D-P-V;0;1;0;17
N-J-N-V-P-V-V;0;1;0;7
N-R-P-Z-P-V-D-V-Z-D-P-V-D-V-Z-J-P-V-D-V;0;1;0;20
N-Z-J-P-R-P-P-V;0;7;0;8
N-Z-P-P-A-N-Z-P-Z-D-P-V;0;1;0;12
N-Z-D-Z-J-A-N-R-N-Z-R-N-Z-N-J-N-Z-V-N-J-J-N-P-V-V;0;1;0;25
N-Z-R-N-V-Z-J-P-V;0;1;0;9
N-Z-Z-D-P-V-Z-J-V-N-Z-D-P-N-V;0;1;0;15
N-A-N-V-D-N-R-P-N-Z-V-P-V-Z-J-D-D-D-P-V-V;0;1;0;21
N-Z-J-J-J-V-R-N-N-Z-V-P-V;0;1;0;13
N-R-A-N-Z-Z-V-N-R-N-R-N-A-N-N-Z-J-A-N-N-V-P-V-V;0;1;0;24
N-R-P-Z-D-P-V-N-V;0;4;0;9
N-Z-J-V-N-N-Z-J-V-A-N-A-J-D-A-N-P-V;0;1;0;18
N-Z-V-P-D-V;0;2;0;6
N-J-D-V-Z-D-P-N-V;0;1;0;9
N-Z-N-J-V-Z-J-P-N-D-R-N-R-N-D-V;0;1;0;16
N-J-V-N-J-P-N-Z-V-A-N-Z-V-R-N-J-V;0;1;0;17
N-Z-J-Z-V-R-A-N-Z-P-R-P-R-N-V;0;1;0;15
N-Z-J-R-N-P-N-V;0;2;0;8
N-V-J-A-A-N-Z-R-P-V-A-N-D-A-N-R-P-Z-D-P-N-R-A-N-T-V;0;1;0;26
N-Z-J-P-V-Z-J-V-P-R-P-V;0;1;0;12
N-Z-J-D-N-J-R-A-N-V;0;1;0;10
N-V-A-C-N-P-R-P-Z-J-A-N-P-R-N-V;0;1;0;16
N-Z-J-V-P-N-R-A-N-A-N-V;0;1;0;12
N-P-N-Z-P-V-P-V-J-R-N-Z-J-V-P-V;0;1;0;16
N-P-Z-J-N-V-N-J-N-V-P-R-P-V-V;0;1;0;15
N-A-B-C-D-V-N-R-N-N-N-Z-Z-N-V-P-V-V-Z-J-A-A-N-Z-P-D-V-Z-V-V-N-N-Z-J-R-P-V-P-D-V-R-N-V;0;1;0;43
N-Z-J-V-A-P-V-R-A-N-Z-A-N-V-Z-J-P-N-V-A-J-J-J-D-N-P-V;0;1;0;27
N-R-N-N-R-N-V-N-N-R-A-Z-Z-N-V-P-V-V;0;1;0;18
N-Z-J-P-V-R-N-Z-J-T-D-P-V;0;1;0;13
N-Z-J-V-P-N-J-V-P-V;0;1;0;10
N-J-D-V-Z-D-P-N-V-Z-D-P-V;0;1;0;13
N-R-P-Z-D-V-A-N-A-R-N-P-A-N-Z-D-J-P-N-R-N-V-Z-J-T-N-Z-D-P-N-V;0;2;0;31
N-R-P-Z-D-V-P-D-V;0;1;0;9
N-Z-P-V-R-N-A-N-Z-P-P-V;0;1;0;12
N-R-N-X-Z-X-N-N-J-B-Z-V;0;1;0;12
N-P-V-D-J-V;0;1;0;6
N-Z-Z-V-P-Z-J-P-N-V;0;1;0;10
N-V-A-N-Z-B-Z-N-N-Z-A-N-Z-Z-N-J-P-N-V-Z-Z-P-N-N-P-V-V;0;1;0;27
N-R-P-Z-D-V-P-V-R-N-V;0;1;0;11
N-Z-Z-V-N-Z-D-V-P-R-P-V;0;1;0;12
N-R-N-B-J-V;0;1;0;6
N-Z-T-T-Z-J-V-P-V;0;1;0;9
N-Z-J-V-A-N-J-N-V-P-D-V-V;0;1;0;13
N-Z-P-R-P-N-R-N-N-D-V-R-N-Z-J-V;0;1;0;16
N-J-J-P-R-P-V;0;1;0;7
N-Z-J-N-V-V-D-V-Z-J-P-T-D-V;0;1;0;14
N-N-N-J-D-P-V;0;1;0;7
N-R-N-N-Z-J-P-V-Z-D-D-D-P-V;0;1;0;14
N-Z-J-A-N-N-A-N-N-Z-C-V-D-J-N-J-R-N-R-A-N-P-V;0;1;0;23
N-Z-J-P-Z-P-V-A-N-Z-J-N-V-R-N-Z-V-T-P-Z-J-V-N-V;0;1;0;24
N-R-A-N-J-R-P-Z-D-P-B-V-V;0;1;0;13
N-Z-Z-V-N-J-P-N-N-Z-P-V-A-Z-J-N-P-V-D-V;0;1;0;20
N-Z-J-V-P-V-Z-J-P-P-V;0;1;0;11
N-R-P-N-Z-D-P-V;0;1;0;8
N-Z-P-V-V-Z-J-J-P-V-P-V;0;1;0;12
N-V-D-R-A-A-X-N-J-R-N-P-V-N-J-A-N-Z-J-V-D-P-Z-Z-P-N-D-V-Z-D-P-V-D-V;0;1;0;34
N-Z-D-V-Z-D-P-V;0;1;0;8
N-Z-J-R-N-V-Z-D-P-A-Z-T-J-T-N-A-A-N-J-J-V-D-A-Z-D-P-A-N-V-V;0;1;0;30
N-V-R-N-J-V-N-Z-P-V-D-D-A-Z-T-J-V-A-N-Z-V-A-N-Z-V;0;2;0;25
N-J-N-R-N-Z-J-J-P-N-V-Z-V;0;1;0;13
N-Z-J-J-N-N-V-V-N-A-N-J-J-P-V-V;0;1;0;16
N-N-B-Z-B-Z-Z-P-V-V-R-C-N-Z-P-V-N-B-Z-B-Z-V-Z-J-N-B-Z-B-Z-V-A-N-N-Z-J-D-A-N-V;0;1;0;39
N-V-J-N-N-N-N-Z-B-Z-Z-Z-J-N-N-V-Z-J-P-N-V;0;1;0;21
N-Z-A-N-P-V-J-V;0;1;0;8
N-N-A-B-Z-P-V-P-N-R-A-Z-D-J-N-R-N-Z-D-P-V;0;1;0;21
N-Z-J-A-N-P-R-P-V-J-V;0;1;0;11
N-Z-D-T-R-D-A-N-R-A-N-Z-J-V-D-A-N-R-P-Z-J-P-V;0;1;0;23
N-Z-J-N-P-V-V-Z-J-P-V-V;0;1;0;12
N-J-N-N-Z-J-J-N-R-P-Z-D-P-N-D-R-N-V;0;1;0;18
N-Z-J-T-J-P-V-V;0;1;0;8
N-R-N-V-V-T-R-N-Z-Z-N-P-V;0;1;0;13
N-R-A-N-Z-P-V-V-J-V;0;1;0;10
N-Z-J-J-P-D-P-V-Z-J-P-R-P-V-V-V-Z-J-D-D-V-Z-P-N-V-J-D-P-V;0;1;0;29
N-P-V-Z-J-J-V-V-Z-J-R-P-V;0;1;0;13
N-Z-V-P-P-D-V-J-V;0;1;0;9
N-J-V-V-R-P-Z-P-P-P-V-Z-J-J-P-V-D-N-Z-D-V-N-V-R-P-N-J-P-Z-D-P-P-N-V;0;1;0;34
N-J-D-P-V-V-R-N-N-V;0;1;0;10
N-N-J-N-Z-Z-N-P-V-V;0;1;0;10
N-Z-V-J-V-J-T-V;0;1;0;8
N-V-J-N-N-N-N-Z-B-Z-Z-Z-N-N-P-V;0;1;0;16
N-N-N-V-P-V-R-N-A-N-Z-J-A-N-P-V-V;0;1;0;17
N-Z-J-B-Z-B-Z-V-V-N-N-R-A-N-Z-J-P-T-D-V;0;1;0;20
N-V-J-V;0;6;0;4
N-V-Z-A-N-P-R-P-V-R-N-V;0;1;0;12
N-Z-D-P-V-Z-V-R-P-N-Z-V-Z-V-N-C-Z-V-A-N-J-V;0;1;0;22
N-Z-J-V-A-N-Z-J-P-N-D-V;0;1;0;12
N-Z-J-V-V-Z-D-P-D-V;0;1;0;10
N-Z-D-V-P-V-J-V-V;0;1;0;9
N-V-T-J-N-N-R-N-Z-P-V;0;1;0;11
N-Z-J-P-X-Z-X-V;0;1;0;8
N-Z-J-P-N-C-A-N-D-V-D-Z-J-D-P-D-V;0;1;0;17
N-Z-J-V-N-Z-J-P-R-C-N-V;0;1;0;12
N-R-N-R-P-Z-D-P-V-V;0;1;0;10
N-Z-J-J-P-V-V;0;4;0;7
N-V-J-N-N-Z-R-P-P-R-N-A-N-N-A-A-N-V-P-V;0;1;0;20
N-P-A-N-Z-J-N-V-V-A-N-Z-Z-B-P-R-P-V;0;1;0;18
N-Z-J-P-V-Z-J-P-V;0;1;0;9
N-J-N-R-P-V-V-D-D-Z-J-V-V-P-N-D-A-Z-J-P-V-V;0;1;0;22
N-N-N-N-V-V-R-A-N-V-R-N-J-R-P-P-J-V;0;1;0;18
N-Z-T-T-V-P-R-N-R-N-V-Z-J-P-V-V;0;1;0;16
N-Z-P-P-R-P-V-V-V-Z-J-P-V-J-V;0;1;0;15
N-V-V-R-P-Z-P-P-V-V;0;1;0;10
N-Z-P-V-Z-J-P-V-V;0;1;0;9
N-Z-J-P-P-R-N-V;0;4;0;8
N-R-N-V-V-T-R-N-Z-Z-N-P-V-J-N-Z-J-D-P-V;0;1;0;20
N-J-R-N-V-D-N-Z-J-J-N-V;0;1;0;12
N-Z-P-V-V-D-R-N-R-A-N-Z-J-R-P-P-V;0;1;0;17
N-R-A-N-V-Z-R-P-Z-D-V-P-V;0;1;0;13
N-Z-J-V-P-N-V;0;2;0;7
N-N-R-N-D-Z-J-P-V;0;1;0;9
N-V-J-N-N-N-N-Z-P-P-V-Z-J-D-P-N-V;0;1;0;17
N-P-R-P-V-D-V;0;1;0;7
N-J-A-A-N-Z-P-V-Z-J-P-N-V-V;0;1;0;14
N-Z-Z-D-P-N-V-Z-J-P-R-P-N-V-V;0;1;0;15
N-J-N-R-N-Z-J-V-P-V;0;1;0;10
N-R-A-N-J-A-P-N-R-N-B-Z-D-D-V-Z-Z-N-J-P-N-P-V;0;1;0;23
N-Z-P-P-R-N-V-Z-D-V-P-R-P-V-V;0;1;0;15
N-Z-J-R-A-N-P-D-V;0;1;0;9
N-Z-D-P-V-R-N-V;0;2;0;8
N-Z-Z-J-V-V-Z-D-P-D-V;0;1;0;11
N-N-N-Z-A-Z-V-V-P-V-R-P-Z-D-P-V;0;1;0;16
N-Z-N-J-P-Z-D-P-V;0;1;0;9
N-Z-J-N-R-P-N-V-R-N-V-D-R-N-Z-J-V-R-N-V-J-R-A-N-P-V-Z-J-P-V;0;1;0;30
N-Z-P-V-Z-V-A-Z-A-Z-V-P-D-V;0;1;0;14
N-N-P-C-N-J-R-P-P-V;0;1;0;10
N-Z-J-V-P-V-R-P-N-Z-J-P-R-P-V;0;1;0;15
N-R-P-N-Z-J-V-A-Z-V-P-N-V-R-N-J-V;0;1;0;17
N-V-Z-J-V-Z-J-V-P-R-P-N-A-N-Z-N-N-V-D-V-P-X-C-P-Z-P-P-R-P-V-Z-X-Z-D-P-V;0;1;0;36
N-Z-P-V-N-Z-P-V-A-N-Z-D-P-V;0;1;0;14
N-Z-V-D-N-Z-P-P-T-D-V;0;1;0;11
N-Z-J-V-P-N-R-N-V;0;2;0;9
N-V-V-R-A-N-D-C-Z-C-Z-C-Z-J-D-V-A-N-R-C-R-N-N-Z-V-A-P-R-P-V;0;1;0;30
N-R-P-Z-J-P-R-P-P-R-N-V;0;1;0;12
N-V-Z-V-P-D-Z-V;0;1;0;8
N-Z-J-J-N-N-V-P-V-V;0;1;0;10
N-Z-J-P-N-N-V;0;6;0;7
N-Z-Z-V-D-A-N-J-D-P-V;0;1;0;11
N-Z-T-P-P-D-V-R-N-Z-J-P-P-V-V;0;1;0;15
N-V-J-N-N-Z-Z-N-P-V;0;1;0;10
V-V-Z-D-P-V-Z-J-N-V-R-P-T-A-J-D-T-R-P-N;0;1;0;20
V-D-Z-P-V-A-N;0;1;0;7
V-P-R-N-J-V-P-N;0;2;0;8
V-P-R-N-D-Z-P-N;0;1;0;8
V-P-D-Z-J-D-Z-J-V-P-A-Z-J-N;0;1;0;14
V-J-N-Z-J-V-V-R-N-R-N-A-Z-J-R-C-N-V-N-Z-J-V-T-A-Z-J-V-T-V-D-A-Z-V-V-P-V-D-N;0;1;0;38
V-D-D-J-D-Z-P-N;0;1;0;8
V-J-A-N-Z-Z-V-J-N;0;1;0;9
V-J-N-Z-P-V-A-P-N-V-N;0;1;0;11
V-J-N-N-Z-J-V-A-V-Z-J-N-V-N;0;1;0;14
V-N-Z-P-V-R-P-A-N;0;1;0;9
V-J-V-J-D-A-N-N-Z-P-D-V-R-A-N-R-N-J-A-N-Z-J-V-P-N;0;1;0;25
V-D-D-J-V-V-Z-P-P-T-V-Z-J-P-V-P-V-P-N;0;1;0;19
V-P-D-R-P-Z-P-V-P-N;0;1;0;10
V-Z-J-J-P-P-V-R-N;0;1;0;9
V-P-D-J-P-N-Z-J-P-V-R-A-N-N-Z-V-N;0;1;0;17
V-J-R-A-J-V-V-P-N;0;1;0;9
V-Z-J-J-V-P-N;0;2;0;7
V-Z-D-P-V-Z-R-P-P-V-R-A-A-N-Z-Z-V-P-N;0;1;0;19
V-J-N-Z-P-P-R-N;0;2;0;8
V-D-J-D-Z-V-R-N-R-A-J-A-N;0;1;0;13
V-Z-V-Z-J-T-J-R-N-R-A-N-Z-D-A-N;0;1;0;16
V-J-N-Z-V-R-N-Z-V-R-N-J-V-P-P-Z-P-V-A-N;0;1;0;20
V-P-J-N-Z-J-T-V-V-P-A-N;0;1;0;12
V-D-Z-R-N-P-Z-V-Z-V-N;0;1;0;11
V-P-R-P-D-Z-Z-V-P-N;0;1;0;10
V-R-N-J-N-Z-J-T-J-J-V-P-A-N;0;1;0;14
V-D-Z-D-P-V-Z-J-V-P-V-A-N;0;1;0;13
V-D-J-D-Z-V-A-N;0;11;0;8
V-Z-V-P-R-N-Z-D-P-Z-P-V-R-N-A-N-Z-V-P-Z-J-V-N-V-A-N;0;1;0;26
V-J-P-N-J-V-A-Z-J-J-V-V-V-A-N;0;1;0;15
V-D-D-Z-J-N-D-D-V-P-N;0;1;0;11
V-P-R-N-D-Z-V-P-N;0;1;0;9
V-Z-N-A-N-Z-Z-R-N-P-T-V-T-A-N;0;1;0;15
V-Z-J-V-A-P-P-N;0;1;0;8
V-P-D-J-V-A-N;0;3;0;7
V-D-Z-J-D-V-C-C-N-Z-V-D-J-P-A-N;0;1;0;16
V-J-Z-A-N-Z-A-P-N;0;1;0;9
V-D-Z-V-D-P-N;0;2;0;7
V-Z-D-P-V-N-R-A-N-Z-J-J-V-P-D-A-N;0;1;0;17
V-P-D-Z-P-P-V-V-A-Z-J-D-P-V-A-N-Z-J-P-N;0;1;0;20
V-D-J-V-N-C-Z-V-D-R-P-V-P-A-N;0;1;0;15
V-J-D-Z-N-Z-X-F-Z-Z-B-Z-V-R-N-P-A-N-Z-V-P-A-N;0;1;0;23
V-D-Z-R-N-P-V-Z-V-N-Z-J-N-V-P-N;0;2;0;16
V-J-A-Z-P-N-V-N-Z-J-A-Z-P-N-Z-N-J-N-P-V-P-Z-J-N-J-N-P-V-V-Z-R-P-V-A-V-J-D-A-A-N;0;1;0;40
V-Z-J-J-V-N-R-N;0;1;0;8
V-P-D-D-Z-J-J-V-R-N-T-A-N;0;1;0;13
V-J-A-N-N-J-V-N-Z-Z-R-P-A-N-V-B-V-P-N-J-P-N;0;1;0;22
V-D-Z-D-V-P-N;0;5;0;7
V-Z-V-V-P-A-J-T-V-P-P-V-Z-J-P-R-P-P-R-N-V-Z-V-J-V-Z-Z-V-P-R-N;0;1;0;31
V-N-Z-J-V-P-R-P-Z-R-N-Z-Z-V-P-N;0;1;0;16
V-R-P-N-Z-J-P-V-R-A-N-Z-D-R-P-V-Z-D-V-D-R-N-Z-P-N;0;1;0;25
V-N-R-A-A-N-A-N-Z-V-P-N-N-Z-N-V-A-N;0;1;0;18
V-R-N-A-N-Z-J-V-Z-J-P-N;0;1;0;12
V-P-J-V-V-P-N;0;1;0;7
V-D-J-D-V-N;0;4;0;6
V-D-D-J-P-A-R-N-Z-V-R-P-N-D-A-N;0;1;0;16
V-P-J-V-T-V-N-Z-V-N;0;1;0;10
V-R-N-Z-P-V-P-A-Z-J-J-V-A-A-N;0;1;0;15
V-J-D-T-T-Z-Z-V-N-Z-P-P-R-N-V-R-P-Z-J-J-N-V-P-N-J-N;0;1;0;26
V-A-N-A-N-J-D-V-N;0;1;0;9
V-Z-D-Z-J-N-Z-P-T-V-A-P-Z-J-J-J-R-P-D-V-Z-J-N;0;1;0;23
V-Z-J-P-R-P-N-R-A-N-Z-V-A-N-R-N-A-A-Z-N-V-N-V-A-N;0;1;0;25
V-J-D-Z-V-V-R-P-N;0;1;0;9
V-D-D-J-R-N-V-P-N;0;1;0;9
V-Z-D-V-Z-Z-V-N-J-D-J-D-V-Z-J-J-N-V-R-A-A-N-N-N-D-D-Z-J-P-V-Z-V-V-R-P-N-T-A-N;0;1;0;39
V-D-Z-J-V-V-A-N-P-P-N-Z-Z-V-N;0;1;0;15
V-P-J-A-N-Z-P-P-P-V-Z-V-A-N;0;1;0;14
V-P-D-D-Z-J-P-T-V-Z-J-V-R-N-V-V-N;0;1;0;17
V-D-D-Z-V-Z-D-P-N-V-Z-P-V-N-R-A-N;0;1;0;17
V-D-J-R-A-N-J-V-P-V-Z-J-P-Z-P-V-D-A-N;0;1;0;19
V-D-Z-P-N-V-R-N-R-N-Z-J-V-V-A-N-Z-P-N-V-N-Z-P-A-N-P-V-R-N-Z-B-Z-N-J-N-Z-J-A-N-J-A-N-Z-P-V-A-R-N-C-Z-N-J-D-V-N;0;1;0;55
V-P-D-Z-V-V-P-P-D-Z-Z-V-P-N;0;2;0;14
V-D-D-Z-Z-V-P-N;0;3;0;8
V-P-D-Z-D-Z-D-J-V-A-J-D-D-C-N;0;1;0;15
V-R-N-Z-R-P-V-N-P-Z-P-V-Z-P-V-A-N;0;1;0;17
V-A-N-Z-V-P-Z-V-A-N;0;1;0;10
V-N-C-A-N-A-A-N-Z-P-C-V-N;0;1;0;13
V-D-Z-J-P-N-T-D-D-V-V-Z-J-R-P-T-V-A-N;0;1;0;19
V-J-N-Z-P-V-R-N-Z-J-R-A-Z-J-D-D-D-A-Z-N;0;1;0;20
V-J-A-N-Z-Z-V-P-N;0;2;0;9
V-D-Z-D-P-V-Z-J-D-D-V-R-P-N;0;1;0;14
V-R-P-Z-P-V-R-N-Z-P-V-N-Z-N;0;1;0;14
V-Z-V-D-Z-T-R-N-Z-V-R-N-Z-V-P-N;0;1;0;16
V-D-D-J-V-P-R-N;0;1;0;8
V-Z-J-D-D-V-R-P-N;0;1;0;9
V-D-D-Z-P-D-A-N;0;1;0;8
V-D-D-Z-J-V-P-A-J-T-J-D-A-Z-T-D-Z-J-P-V-N-J-V-N-Z-Z-V-P-N;0;1;0;29
V-D-Z-V-A-Z-N;0;1;0;7
V-D-R-N-N-N-Z-Z-V-P-N;0;1;0;11
V-P-D-R-N-V-V-D-Z-P-V-N;0;1;0;12
V-D-R-P-Z-P-V-N;0;1;0;8
V-P-D-V-V-V-N-Z-P-V-P-N;0;1;0;12
V-R-A-N-Z-P-V-N;0;6;0;8
V-Z-J-V-P-N-V-R-P-N-Z-J-P-V-A-V-Z-V-P-V-V-Z-P-N;0;1;0;24
V-N-Z-J-A-N-T-P-N;0;1;0;9
V-D-J-D-Z-V-R-P-A-N;0;1;0;10
V-D-Z-V-P-Z-P-P-V-P-N;0;1;0;11
V-A-N-J-V-N;0;3;0;6
V-D-A-N-J-N;1;1;0;6
V-J-N-R-N-J-R-N-Z-P-P-R-N-V-D-P-P-N-Z-V-V-D-A-V-P-A-N;0;1;0;27
V-P-Z-J-P-V-R-N-R-D-A-N-J-V-A-N-Z-J-V-D-D-Z-J-N-V-D-Z-Z-V-N-Z-P-P-V-Z-J-A-N-A-N-V-V-V-Z-Z-J-R-N-N-V-N-Z-T-V-V-P-N;0;1;0;57
